呵	;kk;kk;kk;dz;ks;kk;kh
㧔	;fw;fw;fw;un;rd;;
㷇	;xh;xh;dh;lc;qq;;
㽇	;jw;pw;wx;pr;wf;;
䂯	;ut;ut;up;mg;dy;;
䊽	;sg;yg;sg;ij;xn;;
叏	;vy;vy;jy,yj;vr;nh;;vd
摑	;fa;fa,fh;fg;uf;rl;;fk
枴	;md;md;md;ep;sk;;mk
𠁥	;rl;rl;ra,ar;jg;ty;;
𠛕	;ud;ed;dd,ud;vp;mv;;
𠦬	;qr;pu;ry;tn;tw;;
𡇸	;kb;kb;kg;rv;lt;;
𡌪	;xt;xt;dk,du;lg;qq;;
𡖪	;xt;xt;dz;lg;qq;;
𡧩	;bt;bt;bg;wg;pf;;
𢶒	;fo;fo;fh;uo;rw;;
𣲾	;dt;dt;dk,du;kg;ic;;
𥑋	;ut;ut;uk,uu;mg;dc;;
𥑰	;ug;ug;uz;mu;dd;;
𦫳	;cl;cl;gu,ca;lg;ah;;
𦮃	;cb;cb;ca;lv;au;;
𧊅	;il;il;il;cs;jk;;
𧱾	;uq;uq;bq,uq,qu;jm;ee;;
𧴚	;vo;vo;vh;mo;ee;;
𩶦	;yt;at;yz;wg;qo;;
關	;mj;ml;ma;al;ux;;vs
館	;ul;rk;ug;qk;wp,wy;;rb
斡	;ud;uu;du,ud;nj;fj;uu;sr
矜	;mv;sv;mj;ia;cb;vj;vr
觀	;cj;ce;jv;le;ak;;cs
関	;mt;mt;mg;am;uu;;vd
観	;pj;ue;jv;ee;rw;;ps
慣	;xb;xb;xg;ho;nx;;xs
卝	;lb;aa;aa,ck;lc;gj;;sh
雚	;cv;cf;cv;lu;ak;;ch
貫	;mb;gb;bm,mb;ko;xf;;sd
鸛	;cn;cn;ng,nv;lx;ak;;cp
覌	;yj;ye;yj;re;ch;;vs
舘	;rl;rk;ug;jk;wf;;rb
輨	;il;ik;ig;yk;lp;;hb
闗	;mh;mh;ms;ac;ux;;vq
丱	;pj;vl;aa,vu;lc;nj;;vs
鏆	;jb;jb;jg;zo;qx;;js
鑵	;jv;jf;jv;zu;qa;;jc
矝	;ms;ss;ml;ik;cb;;vr
瘝	;bx;bd;bd;ak;ul;;dd
礶	;uv;uf;uv;mu;da;;hc
悺	;xl;xk;xg;hk;np;;xb
摜	;fb;fb;fg;uo;rx;;fs
泴	;um;um;um;ka;il;;uh
淉	;dg;dg;dg;ke;ij;;ug
潅	;dv;df;dv;ku;ir;;up
錧	;jl;jk;jg;zk;qp;;jb
㮡	;hm;hm;mj;ce;oa;;
㴦	;dk;dk;dg;kd;ip;;
䌯	;sv;yf;sg;iu;xa;;
䎚	;xx;xx;yh;zh;nd;;
䏓	;oy;oe;oy;vp;ef;;
䗆	;il;ik;ig;ck;jp;;
䗰	;ib;ib;ig;co;jx;;
䘾	;pl;pk;yg;tk;pu;;
䙛	;pk;py;yg;td;pu;;
䙮	;pv;pf;yg;tu;pu;;
䝺	;wb;wb;bw,wb;vo;yy;;
䦎	;my;me;my;ap;uf;;
䩪	;gl;gk;gg;tk;af;;
䪀	;gx;gx;gg;th;af;;
䲘	;yl;ak;yg;wk;qo;;
悹	;bx;bx;xg;wh;pn;;bx
樌	;mb;mb;mg;eo;sx;;ms
欟	;mj;me;mg,mj;ee;sa;;mc
璭	;wi;wz;wy;nu;gp;;wd
痯	;bl;bk;bg;ak;up;;dh
癏	;by;by;bh,by;at;ul;;dd
矔	;ov;of;ov;qu;ha;;sc
窤	;bb;bb;xk,bk;ev;pw;;bv
綸	;sc;yc;sl;ij;xw;;ir
罆	;fb;fb;fg;ao;rm;;ps
躀	;zb;zb;zg;po;kh;;zs
遦	;zb;zb;zg;ku;xf;;sl
鰥	;yx;ad;yd;wk;qo;;ps
鱞	;yy;ay;yh,yy;wt;qo;;ps
鱹	;yv;af;yv;wu;qo;;pc
𠬆	;sx;sx;ss;ii;cc;;
𠴨	;kl;kk;kg;dk;kp;;
𡅭	;kj;kl;kg;dl;ku;;
𡠒	;nc;na;nc;bl;vx;;
𡭷	;xu;xu;xu;yj;ie;;
𢇇	;yj;yl;yg;il;xx;;
𢉂	;gl;gk;gg;xk;yp;;
𢺄	;fj;fl;fg;ul;ru;;
𣥥	;vq;vq;cq;sl;hx;;
𣩔	;db;db;dg;go;gq;;
𣬂	;bg;bg;bg;ve;xx;;
𤮳	;wv;wf;wg;ru;gn;;
𤼐	;bv;bf;bg;au;ua;;
𥈒	;oc;oc;oc;ql;hx;;
𥉀	;ox;od;ot,ou,ob;qk;hl;;
𥊫	;ob;ob;og;qo;hl;;
𥍅	;rg;rg;og,rg;je;ty;;
𥎅	;mx;sd;mt,mu;ik;cb;;
𥜄	;xu;yx;us,su,uw;if;xx;;
𥷬	;vv;vf;vv;ru;ta;;
𥿑	;sc;yc;sc;ii;xm;;
𦛤	;ob;ob;om;vh;er;;
𦺊	;cy;ce;ch,cw;lp;ah;;
𨝑	;me;ge;ge;kt;xf;;
𨳡	;mc;ma;mg;al;ug;;
𨴊	;mu;mu;mu;ao;ut;;
𨵄	;my;me;mw;ap;up;;
𨷀	;mk;mk;ml;as;ux;;
𩖒	;iy;ib;yy;xw;dr;;
𪈸	;dn;dn;dg,ng,nv;kx;ia;;
広	;gs;gs;gs;xk;yc;gv;dd
潢	;db;db;dh;kn;ia;db;uc
廣	;gb;gb;gh;xn;ya;;dd
銧	;jg;jw;jg;zm;qi;;js
炗	;ch;nh;ch,hc;lc;ao;;cq
輄	;ig;iw;ig;ym;li;;hs
灮	;he;he;he;cp;oq;;qv
炚	;oh;oh;oh;oc;jo;;gq
炛	;hb;hb;hh;cv;ow;;qv
烡	;hg;hb;hg;ch;oa;;qd
㤮	;qx;qx;xk;mh;qt;;
㫛	;ox;oe;ox;op;jk;;
俇	;rw;rw;rk;jn;wq;;rp
僙	;rb;rb;rh;jn;wa;;rc
姯	;ng;nw;ng;bm;vi;;ns
挄	;fg;fw;fg;um;ri;;fs
撗	;fb;fb;fh;un;ra;;fc
獷	;qb;qb;qg;mn;qt;;pd
硄	;ug;uw;ug;mm;di;;hs
臦	;ii;ii;ia,ii;qq;nh;;hh
臩	;il;il;hs,ia,id;qp;nh;;hs
茪	;cg;cw;cg;lm;ai;;cv
黆	;ce;cv,nv;hg,hy,yh;np;am;;cd
𠏤	;rb;rb;rb;jo;wt;;
𢓯	;rw;iw;xk;wn;tq;;
𤖖	;pb;pb;ph;an;nh;;
𤳭	;tv;tv;;qz;ll;;
𤴀	;tw;tw;jy,ty;qp;ll;;
𥀱	;gp;gy;pg,gp;xr;ya;;
𦢎	;ob;ob;og;vn;ey;;
𧻺	;tw;tw;zk;pn;fh;;
𨎩	;ib;ib;ih;yn;la;;
𨤡	;cb;pb;bg;tn;to;;
𨶰	;mb;mb;mh;an;ua;;
𩑈	;lb;lb;yg;xn;uj;;
𩒚	;gy;xb;yg,gy;mw;iq;;
𩧉	;mb;mb;mg;nn;cy;;
𪇵	;gn;gn;ng,gn;xx;ya;;
𪕓	;jg;jw;ug;pm;vn;;
匮	;kb;kr;kg;no;ak;kr;hv
帰	;lj;hj;dj,dv;pr;yt;;sv
歸	;pj;pj;vj,ps,vv;tr;wn;;pv
貴	;vb;vb;bg;co;kh;;kd
規	;fj;fe;fj,jf;he;fw;;hs
巂	;uk;ek;uk;vd;mw;;sk
炔	;hg;hg;hd,hg;cj;on;hn;qv
槻	;mj;me;mg;ee;sf;;mh
龜	;px;px;da,pa;wg;tx,tm;;ph
廆	;gg;gg;gg;xa;yr;gv;dd
傀	;rg;rg;rg;ja;wr;rv;rp
雟	;ck;ek,vk;ck;sd;bt;;sk
瓌	;wx;wy;wh,wy;nk;gy;;wd
亀	;dd;dv;dd,pg;wg;qj;;pv
椝	;fm;fm;mg;he;fw;;hm
嶲	;uk;ev;ug,uj;vm;mw;sv;sv
軌	;ij;ij;ij;yk;lv;;hp
氿	;dj;dj;dj;kk;iv;dj;up
槼	;fm;fm;mg;he;fw;;hm
垝	;tv;tv;tw;gz;fq;;tp
詭	;yv;wv;yw;sz;yq;;ap
騩	;mg;mg;mg;na;cr;;hp
璝	;wb;wb;wg;no;gk;;wk
匱	;kb;kb;kg;no;ak;;hv
眭	;ot;ot;og;qg;hf;mt;st
櫃	;mb;mb;mg,mk;eo;sa;;mh
趹	;zg;zg;zd,zg;pj;kh;;zv
朹	;mj;mj;mj;ek;sv;;mp
嬀	;nw;wh;nw;bc;ve;;np
瞡	;oj;oe;og;qe;hf;;sh
瞶	;ob;ob;og;qo;hk;;sk
蛫	;iv;iv;iw;cz;jq;;op
佹	;rv;rv;rw;jz;wq;;rp
瞆	;ob;or;og;qo;hk;;sk
摫	;fj;fe;fg;ue;rf;;fh
樻	;mb;mb;mg;eo;sk;;mk
禬	;po;po;uh;fo;py;;dr
窐	;bt;bt;xg,bg;eg;pw;;bt
螝	;ig;ig;ig;ca;jr;;op
觤	;dv;dv;jw;xz;qe;;pp
閨	;mt;mt;mg;ag;uf;;vt
湀	;dt;dt;dg,dt;km;iw;;uv
溎	;dt;dt;dg;kg;is;;um
蟡	;iw;ih;iw;cc;je;;op
鐀	;jb;jb;jg;zo;qk;;jk
鑎	;jb;jb;jg,jk;zo;qa;;jh
㔳	;kj;kj;kj;no;ay;;
㙺	;tb;tb;tk;go;fa;;
㧪	;fv;fv;fw;uz;rq;;
㨳	;fk;fk;fj;uz;rp;;
㩻	;dv;dy;vw;xc;qd;;
㪈	;ty;ty;wg;gh;ff;;
㲹	;dj;dj;dj;ko;im;;
㸵	;nk;nk;nj;qd;tr;;
䁛	;og;og;og;qa;hr;;
䇈	;lt;lt;lk;ig;uc;;
䌆	;sg;yg;sg;ia;xr;;
䍯	;yv;yv;yw;gz;ud;;
䍷	;yf;yl;yw;gg;ud;;
䐴	;go;go;oj,jo;iv;vc;;
䙆	;pt;pt;yg;tm;pu;;
䝿	;jb;yb;bj,by;po;vw;;
䞈	;bw;oh;bw;oc;me;;
䞨	;tt;tt;zg;pg;fh;;
䠩	;zu;zp;zs;ps;kh;;
䣀	;de;de;ew;xt;qd;;
䤥	;jv;jv;jw;zz;qq;;
䯣	;gb;gb;gg;fo;me;;
䰎	;eb;ab;ig;po;de;;
䲅	;yj;ae;yg;we;qo;;
䳏	;tn;tn;ng;gx;ff;;
劊	;rd;rd;dh;jp;wg;;rs
劌	;vd;vd;ds;sp;hd;;ss
匭	;kj;kj;kg;nk;al;;hv
厬	;ik;ik;ig,ik;xd;dj;;hk
媯	;nw;nh;nw;bc;vy;;nd
嫢	;fn;fn;ng;hb;fw;;hn
嶡	;uq;er;uj,uq;ve;md;;sr
庪	;gv;gy;gj;xc;yr;;dd
恑	;xv;xv;xw;hz;nq;;xp
撌	;fb;fb;fg;uo;rk;;fk
攰	;vl;ul;vl;cs;fc;ul;hp
攱	;lv;ly;lv;ic;uf;;dh
昋	;to;to;to;fo;td;;pg
椢	;my;my;mg;ei;sl;;mk
槣	;mk;mk;mj;ez;sp;;mb
槶	;ma;ma;mg;ef;sl;;mk
檜	;mo;mo;mh;eo;sw;;mr
櫰	;mx;my;mh,my;ek;sy;;md
櫷	;mg;mx;mg;ew;st;;mp
猤	;qt;qt;qg,qt;mm;qt;;
癐	;bo;bo;bh;ao;uw;;dg
硊	;uv;uv;uw;mz;dq;uv;hp
祪	;pv;pv;uw;fz;py;;dp
簂	;va;va;vg;rf;tl;;lh
胿	;ot;ot;og;vg;ef;;yt
茥	;ct;ct;cg;lg;af;;ct
蓕	;ct;ct;cg;lg;as;;ct
蘬	;cj;cj;cg,cj;lr;aw;;cs
襘	;po;po;yh;to;pu;;dr
郌	;tb;tb;gb,gy,tb,ty;gm;ff;;tk
陒	;ev;ev;ew;tz;bq;;vp
鞼	;gb;gb;gg;to;af;;ck
鬹	;fg;fl;gg;hn;fw;;hs
鮭	;yt;at;yg;wg;qo;;pt
鱖	;yq;ar;yj,yq;we;qo;;ph
鱥	;yu;ap;ys;ws;qo;;ps
𠐽	;rj;rj;rg;jr;ww;;
𠜾	;ud;ud;qd;cp;nb;;
𠪑	;iw;iw;iu,iw;xi;df;;
𠱓	;kv;kv;kw;dz;kq;;
𠿥	;ko;ko;ko;dv;kl;;
𡃩	;kx;ky;kh,kb;dk;ky;;
𡌲	;tj;tk;gj;gg;ff;;
𡗤	;tl;tl;da,ya;fp;gd;;
𡧭	;bv;bv;bw;wz;pq;;
𡬂	;bd;bd;fz;wp;pg;;
𡷺	;cu;ce;uc,ux,cu;lv;ai;;
𡹙	;uj;ej;uv;vr;mv;;
𢃯	;jt;jt;jg;rm;mh;;
𢄊	;jg;jg;jg;ra;mh;;
𢠿	;xw;xh;xw;hc;ny;;
𢻂	;fv;fy;vf,fv;ac;rm;;
𢻗	;qv;gy,qy;iv,qv,vj;ec;tf;;
𣄜	;fb;fb;fg;lo;yk;;
𣢪	;dq;dr;qw,wq;xe;qd;;
𣦦	;vo;vo;so,sm;sq;hd;;
𣧎	;dg;dg;dg;gj;gq;;
𣪕	;bu;by;bu,us;ur;rc;;
𣷾	;dj;dj;dg;kk;il;;
𤘧	;nn;nn;nn;qq;rh;;
𤜂	;rn;in;nw,wn;pq;tn;;
𤡱	;qb;qb;qg;mo;qt;;
𤱺	;gt;ct;tg,gt;lq;aw;;
𤱾	;vg;vg;zg;oj;vl;;
𤲉	;to;to;to;qo;ld;;
𤻿	;bm;bm;bg,bm;ae;uv;;
𤼮	;bk;vv;dk;ha;we;;
𤿡	;dp;dy;pw,wp;xr;qd;;
𥇳	;oj;oj;ov;qr;hv;;
𥈸	;ur;mo;mj,or,ur;eq;sh;;
𥍁	;po;po;og,go;tq;wn;;
𥍨	;mv;sv;mw;iz;cb;;
𥎛	;mb;sb;mk;io;cb;;
𥜏	;uh;ph;uh;fc;py;;
𥥠	;bv;bv;xw;ez;pw;;
𥦣	;bv;bv;xg;ea;pw;;
𦓯	;lt;lt;lg;ag;di;;
𦤇	;zy;zy;zf;or;th;;
𦳛	;cj;cj;cg;lk;al;;
𧊄	;iv;ib;iv;ch;jk;;
𧡫	;bj;ve;jg,gj;he;wg;;
𧢦	;pj;pe;jg,gj;te;wn;;
𧷱	;gm;gm;bm,gm;ue;am;;
𧻜	;tv;tv;zw;pz;fh;;
𧽸	;tq;tr;zj;pe;fh;;
𨇙	;zj;zi;zw;pr;kh;;
𨋡	;ii;ii;ii;sy;bm;;
𨲿	;eb;ab;ig;po;dt;;
𨾴	;kv;kf;vl,vk,kv;du;kk;;
𩉝	;gw;gw;gw;ti;af;;
𩊛	;gv;gv;gw;tz;af;;
𩌃	;gg;gg;gg;ta;af;;
𩍨	;gb;gb;gk;to;af;;
𩏐	;wg;vg;wg;ga;nh;;
𩏡	;wb;vb;wg;go;nh;;
𩓠	;vy;ub;ym,vy;cw;fc;;
𩔆	;by;vb;yg,gy;hw;wg;;
𩪁	;gg;gg;gg;fa;me;;
𩱻	;gb;gb;gb;ay;rq;;
𩲡	;ug;eg;gu;fa;fi;;
𩳝	;yg;yg;gt,tg;ta;gd;;
𩳧	;yg;yg;gy,yg;ta;fr;;
𪀗	;dn;dn;nw,wn;xx;qd;;
𪄯	;fn;fn;ng,gn;hx;fw;;
𪆳	;nk;nv;nj;xm;wv;;
𪈥	;un;en;ns,cn,nj;vx;mw;;
𪊧	;lt;gt;lg;xg;yn;;
𪏤	;cx;cx,nx;hh;nh;am;;
丨	;ll;ll;aa,au,uu;gs;hh,zz;;sb
滾	;dk;dy;dg,dy;kd;iu;;ud
鯀	;yx;ax;yx;wi;qo;;pp
鮌	;yx;ay;yx;wi;qo;;pd
袞	;yk;wy;ly,wy,yk;td;uk;;dd
㙥	;tk;ty;tg;gk;fu;;
㫎	;fi;fi;fj;ly;yt;;
㯻	;gu;am;um,mu;ne;gk;;
䃂	;ub;ub;uk;mv;dj;;
䎾	;ec;ec;el;qj;bw;;
䜇	;yg;wy;yg;sk;yu;;
䵪	;lb;hb;hk;pv;lf;;
惃	;xb;xb;xk;hv;nj;;xg
睔	;oc;oc;ol;qj;hw;;sr
硍	;ug;ug;ug;mi;dv;uh;hv
緄	;sb;yb;sk;iv;xj;;ig
緷	;si;yi;sj;iy;xp;;id
蓘	;cg;cy;cg,cy;lk;au;;cd
蔉	;ck;cy;cg,cy;ld;au;;cd
裷	;pv;pv;yj;tz;pu;;dd
謴	;yb;wb;yg;so;yx;;as
輥	;ib;ib;ik;yv;lj;;hg
𠃌	;vv;vv;;ae;nn;;
𠞬	;yd;wd;gd;tp;uk;;
𡈧	;ay;ay;kq,yy;fc;gk;;
𡘝	;du;du;du;mx;dg;;
𡻨	;uk;ey;ug;vd;mu;;
𢃩	;jv;jv;jj;rz;mh;;
𣮎	;mb;mb;mk;vv;tf;;
𦓼	;lb;lb;lk;av;di;;
𦠺	;xb;pb;vk;vv;qo;;
𦫎	;lg;lg;gl,lg;ai;di;;
𧬪	;yi;wz;yy;su;yp;;
𧸫	;kk;ky;yg;dd;km;;
𨍲	;iu;iu;ih,iu;yj;ll;;
𩨬	;gx;gy;gx;fi;me;;
𩩌	;gx;gx;gx;fi;me;;
划	;gd;gd;dg,gd;pp;aj;gd;hs
菓	;cg;cg;cg;le;aj;cg;cm
過	;zk;zk;zg,zk;fu;mn;;sl
國	;ka;ka;kh;rf;la;;kd
囗	;la;la;aa;rk;lh;aa;kb
囯	;kw;kw;kw;rn;lg;;kw
鍋	;jk;jk;jg,jk;zd;qm;;js
膕	;oa;oa;og;vf;el;;yk
圀	;kf;kf;kf;rl;lw;;kv
楇	;mk;mk;mg,mk;ed;sm;;ms
彍	;gb;gb;gg;bn;xy;;vd
渦	;dk;dk;dg,dk;kd;im;;us
啯	;ky;ky;kg;di;kl;;kk
彉	;gb;gb;gh;bn;xa;;vc
墎	;te;te;tg;gt;fy;;td
堝	;tk;tk;tg,tk;gd;fm;;ts
濄	;dk;dz;dg;ku;im;;us
鐹	;jk;jz;jg;zu;qm;;js
鈛	;jg;jg;jg;zp;qa;;rh
幗	;ja;ja;jg;rf;mh;;ss
輠	;ig;ig;ig;ye;lj;;hg
漍	;da;da;dg;kf;il;;uk
聝	;ea;ea;eh;qf;ba;;hh
㕵	;kw;kw;kw;dn;kg;;
㖪	;ka;ka;kh;df;ka;;
㗻	;kk;kz;kg;du;km;;
㚍	;xb;xb;dg;lo;qq;;
㞅	;yg;yg;wg;oe;dn;;
㳀	;dg;dg;dg;kp;ia;;
㶁	;dj;dj;dg;kz;ie;;
䂸	;ua;ua;uh;mf;da;;
䆐	;ih;fh;qq;ax;dw;;
䐸	;oa;oa;oh;vf;ev;;
䙨	;py;py;yy;tt;pu;;
䤋	;ba;ba;qh;hf;us;;
䬎	;fa;ja;fh;of;mt;;
䴹	;lg;lg;mg;ee;sw;;
喐	;ke;ke;ky;dt;kd;;kh
嘓	;ka;ka;kg;df;kl;;kk
囶	;kt;kt;kt;rg;lw;;kt
囻	;km;km;km;rd;ln;;kv
惈	;xg;xg;xg;he;nj;;xg
慖	;xa;xa;xg;hf;nl;;xk
懖	;jx;jx;xx;zh;qt;;jx
槨	;me;me;mg;et;sy;;md
猓	;qg;qg;qg;me;qt;qg;pg
瘑	;bk;bk;bg,bk;ad;um;;dk
矌	;ob;ob;og;qn;hy;;sd
綶	;sg;yg;sg;ie;xj;;ig
腂	;og;og;og;ve;ej;;ys
蔮	;ca;ca;cg;lf;al;;cd
蟈	;ia;ia;ig;cf;jl;;ok
褁	;gy;gy;gy,yg;qt;js;;gd
餜	;ug;rg;ug;qe;wp,wy;;rg
𠋜	;rk;rk;rk;jd;wi;;
𠜴	;gd;gd;gd;qp;js;;
𠩥	;iw;iw;ii;xn;dk;;
𠿤	;kv;ky;kg;dc;kf;;
𡆸	;kg;kg;kg;ra;lg;;
𡇄	;ky;ky;ku;rr;lc;;
𡓣	;tu;tu;tg;gn;fy;;
𢃦	;jg;jg;jg;re;mh;;
𢅗	;jk;jz;jg;ru;mh;;
𢐚	;ga;ga;gg;bf;xl;;
𢝸	;xk;xk;xg;hd;nm;;
𢧰	;vg;bg;gy;wp;pl;;
𢸗	;fj;fj;fg;uz;re;;
𢹖	;fa;fa;fg;uf;ru;;
𣁯	;dy;de;dy;jp;uf;;
𣂄	;gd;ku;dg,gd;fj;mk;;
𣽅	;du;dk;dg;ka;ib;;
𣽰	;du;dk;dh,vu,du;ka;it;;
𤂁	;dn;dn;dn;kq;ix;;
𤫵	;gu;gk;gu;ya;rc;;
𤬁	;gg;gg;gg;qy;js;;
𤮋	;kw;kw;wg,gw;rr;la;;
𥁁	;gm;gm;mg,gm;ua;al;;
𥂣	;wm;wm;mg,gm;ga;yb;;
𥄍	;oj;ol;oj;qp;hw;;
𥆘	;ob;ob;ob;qo;hm;;
𥇜	;oz;oz;ox;qh;hy;;
𥕖	;ue;ue;ug;mt;dy;;
𥜭	;ul;pl;ua;fo;py;;
𦄰	;sa;ya;sg;if;xl;;
𦗒	;ee;ee;eg;qt;by;;
𦘌	;je;je;me,je,eh;zq;qq;;
𦛢	;ow;ow;og;vn;el;;
𦬗	;cg;cg;cg;lp;aa;;
𦸈	;cg;cg;ck,cg;ly;at;;
𧒖	;ik;iz;ig;cu;jm;;
𧖻	;pa;xa;xh;tf;tl;;
𧤯	;da;da;jg;xf;qe;;
𧥵	;yo;wo;yo;so;yj;;
𧭕	;wj;wj;yj;sr;ye;;
𧭣	;yj;wj;yg;sz;ye;;
𧰒	;ta;ua;vg,jg,dg;hf;fk;;
𧾛	;ty;ty;zh,zv,zy;pr;fh;;
𨉹	;ua;ua;ug;zf;tm;;
𨭗	;jo;jo;jh;zo;qw;;
𨽏	;eb;eb;eg;tn;by;;
𩉕	;bm;bm;mg;hb;ut;;
𩋗	;gg;gg;gg;te;af;;
𩟂	;uk;rz;ug;qu;wy;;
𩪐	;ga;ga;gg;ff;me;;
𩫏	;wu;wu;wu;gn;yl;;
𩰬	;gf;al;ya;nv;gk;;
𩰭	;gg;ag;gg;np;gk;;
𩻧	;yg;ag;yg;we;qo;;
𪂠	;gn;gn;ng,gn;qx;js;;
𪆹	;zn;zn;ng,gn;fx;mk;;
𪈃	;wn;wn;ng,wn,nu;gx;yl;;
𪋊	;lg;gg;lg;xe;yn;;
虾	;ix;ix;ix;cy;jg;ix;oh
蝦	;iy;iy;ij;cr;jn;;ov
鉿	;jk;jk;jh;zd;qw;;jr
奤	;dm;dm;dm;mb;dd;;hh
紦	;sb;yb;sb;im;xc;;iv
𡄟	;ky;ky;kx;dr;kf;;
𨉣	;uy;uy;uj,uy;zr;tm;;
還	;zy;zy;zh,zy;yu;lg;;sl
駭	;mr;mr;mh;nk;cy;;hd
駴	;mc;mc;mj;nl;ca;;hh
餀	;ux;rx;ua;qb;wp,wy;;rc
烸	;hm;hm;hm;ck;ot;;qp
㜾	;zj;zl;zj;hp;bw;;
㤥	;xr;xr;xh;hk;ny;;
㦟	;vx;vx;xl;mh;ee;;
㧡	;fr;fr;fh;uk;ry;;
㨟	;fb;fa;fq;uz;rm;;
㺔	;qw;qh;qw;mc;qt;;
䇋	;lx;lx;ld;il;uq;;
䠹	;ur;ur;uh;zk;tm;;
䠽	;ub;ua;uq;zz;tm;;
䯐	;gr;gr;gr;fj;me;;
䱺	;yb;aa;yq;wz;qo;;
嚡	;kt;kt;kx;dg;ka;kt;kc
塰	;dt;dt;th;kg;it;;ut
妎	;nj;nl;nj;bp;vw;;nr
酼	;yi;yv;yi;yo;sg;;hd
饚	;um;rm;ug,um;qa;wp,wy;;rc
𠀅	;kp;ap;kp;fs;gn;;
𠔑	;ff;bd;ff;hp;wv;;
𠹛	;kb;ka;kq;dz;km;;
𡕗	;wf;wf;wj;ha;te;;
𡾨	;ux;ey;uh;vk;my;;
𢁓	;aj;aj;jh;fr;dm;;
𢞐	;xk;xk;xh;hd;np;;
𢩸	;wu;wu;uw;hu;tr;;
𢻜	;bv;by;vh,hv;wc;pd;;
𣖻	;mm;mm;mm;ea;sd;;
𣢇	;jq;jr;qj;ve;nq;;
𣳠	;dm;dm;dm;kk;ix;;
𤵽	;bx;bx;ba;ab;ua;;
𤸎	;br;bv;bh;af;uj;;
𥁐	;sm;sm;mt,tm;ka;ck;;
𥂧	;ym;ym;my;ya;sg;;
𥩤	;lk;lk;lk;iz;us;;
𥩲	;lr;lr;lh;ik;uy;;
𦐤	;wx;wx;yh,hy;kz;yn;;
𦤬	;zk;zk;ih;od;th;;
𦷷	;cr;cz;cn,ch;lu;ay;;
𧻲	;tl;tl;zl;pd;fh;;
𧽊	;tb;ta;zq;pz;fh;;
𧽖	;tt;tt;zl;pq;fh;;
𨀖	;zr;zr;zh;pk;kh;;
𨡬	;ym;ym;yg;ya;sg;;
𨸜	;eu;ey;eu;tr;bm;;
𩞞	;uw;rv;uj;qd;wy;;
𩠚	;br;br;uh;hk;ut;;
𩡔	;hk;hk;xh;xd;tj;;
𩩰	;gb;gb;gj;fu;me;;
𩪃	;gk;gk;gh;fd;me;;
𩹄	;yr;av;yh;wf;qo;;
漢	;dt;dn;dh;kh;ia;;uc
韓	;uf;ul;uw,wu;ng;fj;;hv
丆	;ap;ap;ap;ft;dg;;
兯	;be;be;be;hz;ub;;ds
熯	;ht;hn;hh;ch;oa;;qc
唅	;kk;kk;kh;dd;kw;;kr
蜬	;iu;ik;ih;cm;jb;;ov
闞	;mw;mw;mg;ah;un;;vd
頷	;ry;rb;yh;jw;wy;;rh
旰	;og;og;og;oe;jf;og;gh
歛	;rq;rr;qq;je;wg;;rp
甝	;hg;hg;hg;zz;ha;;sh
谽	;gk;bk;gh;hd;ww;;pr
晥	;oy;oe;ow;op;jp;;gb
銲	;jg;jg;jh;ze;qj;;jg
鋎	;jy;je;jw;zp;qp;;jb
傼	;rt;rn;rh;jh;wa;;rc
螒	;ui;ui;iu,ui;nc;fj;;hr
豃	;gw;bw;gg;hh;ww;;pv
輚	;ig;ig;ij;yp;la;;hh
雗	;uv;uf;uv,vu;nu;fj;;hp
頇	;gy;gb;gy,yg;ew;fd;;hh
駻	;mg;mg;mh;ne;cj;;hg
鶾	;un;un;nu,un;nx;fj;;hp
梒	;mk;mk;mh;ed;sw;;mr
椷	;mk;mk;mx;ed;sd;;mh
浫	;dg;dg;dh;ke;ip;;ud
涆	;dg;dg;dg;ke;ij;;ug
澏	;du;de;du,dy;kv;ik;;uk
釬	;jg;jg;jg;ze;qf;;jh
鋡	;jk;jk;jh;zd;qw;;jr
㑵	;ru;ru;rj;jo;wu;;
㒈	;rw;rw;rg;jh;wn;;
㖤	;ku;kk;kh;dm;kb;;
㘕	;km;km;kl;da;ka;;
㘚	;kw;kw;kk;dh;ku;;
㙈	;tj;tj;th;gz;fh;;
㙔	;tf;tl;tw;gg;fn;;
㙳	;tx;tx;tg;gh;fd;;
㜦	;nc;nc;nx;bk;vv;;
㟏	;uk;ek;uh;vd;mw;;
㟔	;uk;ek;uh;vd;mw;;
㢨	;gg;gg;gg;be;xf;;
㨔	;fk;fk;fx;ud;rd;;
㪋	;oy;oy;wh;oh;jf;;
㮀	;mu;mk;mh;em;sb;;
㲦	;um;um;mr,um;nv;fj;;
㵄	;dt;dt;dt,dw;km;ia;;
㵎	;do;do;dx;kv;iu;;
㶰	;hg;hg;hg;cz;oa;;
㸁	;hw;hn;hy;ch;oo;;
㺖	;qw;qw;qg;mh;qt;;
㼨	;rw;rw;wh;jr;wy;;
㽉	;iw;iw;ws,iw;qr;ah;;
㽳	;by;by;by;an;ug;;
䁔	;oy;oy;oy;qr;he;;
䈄	;vu;vk;vh;rm;tb;;
䌍	;sw;ya;sj;ia;xa;;
䍐	;sg;sg;sg;ye;lf;;
䍑	;kg;kg;wg;me;mq;;
䎯	;lt;ln;lh;ah;di;;
䏷	;og;og;oh;ve;ej;;
䐄	;oj;oj;od;vp;eq;;
